"","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","playNullifiedByPenalty","absoluteYardlineNumber","expectedPoints","offenseFormation","receiverAlignment","passResult","passLength","targetX","targetY","playAction","passLocationType","qbSpike","qbKneel","qbSneak","rushLocationType","penaltyYards","yardsGained","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPointsAdded","isDropback","pff_passCoverage","pff_manZone"
"11",2022092505,3437,"(5:45) (Shotgun) M.Jones pass short middle to N.Agholor to BLT 39 for 28 yards (K.Hamilton). FUMBLES (K.Hamilton), touched at BLT 38, RECOVERED by BLT-M.Peters at BLT 27. M.Peters ran ob at BLT 27 for no gain.","Q4","3rd",6,"NE","BAL","NE",33,"05:45","N",43,0.498188813915476,"Shotgun","2x2","C",15,58,28.98,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,40,-0.063982717692852,0.063982717692852,-1.60409892722964,TRUE,"Cover 1","Man"
"12",2022091111,923,"(11:59) J.Herbert pass deep right to K.Allen to LV 11 for 42 yards (T.Moehrig).","Q2","1st",10,"LAC","LV","LAC",47,"11:59","N",57,2.44700604118407,"Singleback","2x2","C",28,85,38.69,TRUE,"INSIDE_BOX",FALSE,0,NA,NA,NA,42,0.0480066798627377,-0.0480066798627377,2.48353039263748,TRUE,"Cover 3","Zone"
"13",2022110300,1182,"(9:28) M.Sanders left tackle pushed ob at HST 41 for 25 yards (J.Owens).","Q2","1st",10,"PHI","HOU","PHI",34,"09:28","N",44,1.70328840939328,"Singleback","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_LEFT",NA,25,-0.0204340647906065,0.0204340647906065,1.63771454582456,FALSE,"Cover 1","Man"
"14",2022091109,3544,"(11:04) (Shotgun) C.Wentz pass short right to C.Samuel to WAS 24 for -1 yards (D.Williams).","Q4","2nd",7,"WAS","JAX","WAS",25,"11:04","N",35,0.617924463469535,"Shotgun","3x1","C",-4,31,36.31,TRUE,"INSIDE_BOX",FALSE,0,NA,NA,NA,-1,-0.0287167578935623,0.0287167578935623,-1.00914603518322,TRUE,"Cover 6","Zone"
"15",2022100900,3560,"(2:03) (Shotgun) A.Rodgers pass short right to R.Tonyan pushed ob at NYG 15 for 4 yards (N.McCloud).","Q4","2nd",2,"GB","NYG","NYG",19,"02:03","N",91,4.45540997275384,"Shotgun","2x2","C",-1,90,42.07,TRUE,"INSIDE_BOX",FALSE,0,NA,NA,NA,4,0.031747238089641,-0.031747238089641,0.420201417757198,TRUE,"Quarters","Zone"
"16",2022091803,1222,"(6:03) (Shotgun) M.Ryan pass incomplete short middle to D.Patmon.","Q2","3rd",6,"IND","JAX","IND",26,"06:03","N",36,0.419211183441803,"Shotgun","3x1","I",7,43,27.57,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,0.00980408489704132,-0.00980408489704132,-1.41877931891941,TRUE,"Cover 2","Man"
"17",2022102700,710,"(3:19) L.Fournette right end to BLT 30 for 1 yard (O.Oweh).","Q1","2nd",1,"TB","BAL","BAL",31,"03:19","N",79,4.34541035501752,"Singleback","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_RIGHT",NA,1,-0.000939918681979179,0.000939918681979179,-0.176919748075306,FALSE,"Cover 1","Man"
"18",2022101608,1317,"(3:39) M.Stafford pass short left to Al.Robinson for 5 yards, TOUCHDOWN.","Q2","1st",5,"LA","CAR","CAR",5,"03:39","N",105,5.65586794202682,"Singleback","2x2","C",5,110,46.03,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,5,0.0206036902964115,-0.0206036902964115,1.34413205797318,TRUE,"Cover 0","Man"
"19",2022092506,226,"(11:59) (Shotgun) J.Burrow pass short left to J.Mixon pushed ob at NYJ 26 for 7 yards (D.Reed).","Q1","2nd",15,"CIN","NYJ","NYJ",33,"11:59","N",77,3.30761673813686,"Shotgun","3x1","C",-4,73,13.5,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,7,0.00294463150203228,-0.00294463150203228,0.0877090367721394,TRUE,"Cover 6","Zone"
"20",2022103007,2474,"(9:05) (No Huddle, Shotgun) D.Harris up the middle to NE 48 for 7 yards (S.Thomas).","Q3","2nd",4,"NE","NYJ","NE",41,"09:05","N",51,2.14562570862472,"Shotgun","3x1","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_RIGHT",NA,7,-0.0132577791810036,0.0132577791810036,0.73122032196261,FALSE,"Cover 6","Zone"
"21",2022100904,3693,"(2:19) (Shotgun) J.Fields pass short middle to D.Montgomery to CHI 36 for 3 yards (J.Hicks; E.Kendricks) [H.Phillips].","Q4","2nd",2,"CHI","MIN","CHI",33,"02:19","N",43,1.75306596024893,"Shotgun","2x2","C",-3,40,26.58,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,3,-0.0108590461313725,0.0108590461313725,0.225700145121664,TRUE,"Cover 6","Zone"
"22",2022103100,2098,"(14:01) J.Brissett right guard to CLV 37 for 3 yards (L.Wilson).","Q3","3rd",1,"CLE","CIN","CLE",34,"14:01","N",44,1.34657714841887,"Singleback","3x1","",NA,NA,NA,FALSE,NA,NA,0,TRUE,"INSIDE_RIGHT",NA,3,0.0200923122465611,-0.0200923122465611,0.766259806230664,FALSE,"Cover 1","Man"
"23",2022101601,1919,"(:42) (Shotgun) J.Brissett pass incomplete deep left to A.Cooper.","Q2","2nd",1,"CLE","NE","NE",29,"00:42","N",81,3.67661974369548,"Shotgun","2x2","I",29,110,53.56,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,-0.0136753357946873,0.0136753357946873,-0.414180604973808,TRUE,"Cover 1","Man"
"24",2022091109,1041,"(12:46) (Shotgun) C.Wentz pass incomplete deep left to T.McLaurin [D.Smoot].","Q2","2nd",10,"WAS","JAX","JAX",22,"12:46","N",88,3.90955619839951,"Shotgun","3x1","I",22,110,-2.12,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,0.00046660378575325,-0.00046660378575325,-0.60422470420599,TRUE,"Quarters","Zone"
"25",2022103009,555,"(5:17) J.Taylor up the middle to IND 11 for 3 yards (J.Allen).","Q1","1st",10,"IND","WAS","IND",8,"05:17","N",18,0.106259798631072,"Singleback","3x1","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"OUTSIDE_LEFT",NA,3,-0.000832445919513702,0.000832445919513702,-0.278303120750934,FALSE,"Cover 3","Zone"
"26",2022103001,664,"(3:15) (Shotgun) M.Mariota pass short left to A.Williams to ATL 41 for -1 yards (J.Horn).","Q1","2nd",6,"ATL","CAR","ATL",42,"03:15","N",52,2.08247795770876,"Shotgun","3x1","C",-2,50,8.97,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,-1,-0.0335311628878117,0.0335311628878117,-1.22642472805455,TRUE,"Cover 3","Zone"
"27",2022092502,64,"(14:52) (Shotgun) M.Ryan pass incomplete short right to J.Taylor.","Q1","1st",10,"IND","KC","IND",34,"14:52","N",44,1.5238569569774,"Shotgun","2x2","I",0,44,11.24,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,-0.0168079733848572,0.0168079733848572,-0.677131726872176,TRUE,"Quarters","Zone"
"28",2022091810,1677,"(8:04) (Shotgun) D.Mills pass short right to R.Burkhead to DEN 26 for 5 yards (D.Mathis) [B.Chubb].","Q2","3rd",16,"HOU","DEN","DEN",31,"08:04","N",79,2.42296521586832,"Empty","3x2","C",5,84,5.31,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,5,0.0177438072860241,-0.0177438072860241,-0.251450535899494,TRUE,"Cover 3","Zone"
"29",2022091107,254,"(12:41) (Shotgun) L.Jackson right tackle to BLT 40 for 4 yards (C.Mosley, J.Whitehead).","Q1","3rd",2,"BAL","NYJ","BAL",36,"12:41","N",46,1.2681780885905,"Empty","3x2","",NA,NA,NA,TRUE,NA,NA,0,FALSE,"INSIDE_RIGHT",NA,4,-0.0220634769648314,0.0220634769648314,1.11621603532694,FALSE,"Quarters","Zone"
"30",2022091811,713,"(1:21) D.Carr pass deep left to D.Waller to LV 44 for 19 yards (J.Thompson) [B.Baker]. Penalty on ARZ-M.Wilson, Illegal Contact, declined.","Q1","1st",5,"LV","ARI","LV",25,"01:21","N",35,1.87728657806292,"I-Form","2x1","C",19,54,41.04,TRUE,"INSIDE_BOX",FALSE,0,NA,NA,0,19,0.00159465149044991,-0.00159465149044991,0.927921786322258,TRUE,"Cover 3","Zone"
"31",2022103012,2252,"(9:05) (Shotgun) J.Allen scrambles left end ran ob at GB 26 for 10 yards (I.McDuffie).","Q3","2nd",10,"BUF","GB","GB",36,"09:05","N",74,3.34714369103312,"Shotgun","3x1","R",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_LEFT",NA,10,0.00107205100357533,-0.00107205100357533,1.11940857663285,TRUE,"Cover 3","Zone"
"32",2022101600,177,"(11:47) (No Huddle, Shotgun) M.Mariota right tackle to SF 15 for 5 yards (K.Hyder).","Q1","3rd",1,"ATL","SF","SF",20,"11:47","N",90,4.52965742815286,"Shotgun","3x1","",NA,NA,NA,TRUE,NA,NA,0,FALSE,"INSIDE_RIGHT",NA,5,0.020116850733757,-0.020116850733757,0.553205761127174,FALSE,"Cover 1","Man"
"33",2022110600,2292,"(8:27) (Shotgun) C.Patterson right tackle to LAC 46 for 7 yards (K.Murray).","Q3","1st",10,"ATL","LAC","ATL",47,"08:27","N",57,2.79918570909649,"Pistol","2x1","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_LEFT",NA,7,0.0072789378464222,-0.0072789378464222,0.287946803029627,FALSE,"Cover 3","Zone"
"34",2022101605,3982,"(:48) (No Huddle, Shotgun) A.Dalton pass incomplete short middle to A.Kamara (S.Hubbard).","Q4","1st",10,"NO","CIN","CIN",41,"00:48","N",69,2.8659667512984,"Shotgun","2x2","I",7,76,20.58,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,-0.0389427001277606,0.0389427001277606,-0.24683502613334,TRUE,"Cover 3","Zone"
"35",2022092503,3006,"(14:56) (Shotgun) J.Allen pass short right to D.Knox to MIA 20 for 5 yards (E.Rowe).","Q4","3rd",9,"BUF","MIA","MIA",25,"14:56","N",85,3.10628223430831,"Shotgun","3x1","C",5,90,48.44,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,5,0.0181729979813099,-0.0181729979813099,-0.63091610808624,TRUE,"Cover 1","Man"
"36",2022110606,120,"(14:17) J.Allen pass short right intended for D.Knox INTERCEPTED by J.Whitehead at NYJ 9. J.Whitehead ran ob at NYJ 14 for 5 yards.","Q1","2nd",10,"BUF","NYJ","NYJ",13,"14:17","N",97,4.69002183713019,"Singleback","2x2","IN",4,101,6.18,TRUE,"OUTSIDE_RIGHT",FALSE,0,NA,NA,NA,0,0.0368614606559277,-0.0368614606559277,-5.09072081418708,TRUE,"Cover 3","Zone"
"37",2022091105,3712,"(2:13) J.Taylor right guard to HST 15 for 14 yards (J.Owens).","Q4","1st",10,"IND","HOU","HOU",29,"02:13","N",81,3.68226589757251,"Singleback","3x1","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_LEFT",NA,14,-0.0641150921583176,0.0641150921583176,1.10991573752835,FALSE,"Cover 3","Zone"
"38",2022091500,2436,"(6:59) (No Huddle, Shotgun) J.Herbert pass short middle to S.Michel to LAC 33 for 6 yards (N.Bolton; L.Chenal).","Q3","2nd",8,"LAC","KC","LAC",27,"06:59","N",37,0.839996800292283,"Shotgun","2x2","C",3,40,22.77,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,6,-0.000306185334920883,0.000306185334920883,0.0614362629130483,TRUE,"Quarters","Zone"
"39",2022103002,240,"(11:39) D.Prescott pass short right to T.Pollard ran ob at CHI 15 for 16 yards (E.Jackson).","Q1","1st",10,"DAL","CHI","CHI",31,"11:39","N",79,4.17734400590416,"Singleback","2x2","C",2,81,16.61,TRUE,"INSIDE_BOX",FALSE,0,NA,NA,NA,16,0.0140990596264601,-0.0140990596264601,0.901445195893757,TRUE,"Cover 2","Zone"
"40",2022102308,3207,"(3:39) (No Huddle, Shotgun) D.Mills pass short middle intended for B.Jordan INTERCEPTED by D.Harmon at LV 27. D.Harmon for 73 yards, TOUCHDOWN.","Q4","1st",10,"HOU","LV","LV",40,"03:39","N",70,3.17185345414327,"Shotgun","2x2","IN",13,83,32.61,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,0.042085692868568,-0.042085692868568,-10.1718534541433,TRUE,"Quarters","Zone"
"41",2022092510,2324,"(12:57) (Shotgun) K.Murray pass short left to M.Brown pushed ob at ARZ 16 for 5 yards (D.Kendrick).","Q3","1st",10,"ARI","LA","ARI",11,"12:57","N",21,0.320434723515064,"Empty","3x2","C",5,26,2.72,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,5,0.00154844298958778,-0.00154844298958778,-0.0126405959017575,TRUE,"Quarters","Zone"
"42",2022103005,999,"(14:54) D.Cook right end to MIN 36 for 19 yards (V.Dimukeje).","Q2","1st",10,"MIN","ARI","MIN",17,"14:54","N",27,1.03646711120382,"Singleback","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"OUTSIDE_RIGHT",NA,19,0.0181283373385668,-0.0181283373385668,1.1908454936929,FALSE,"Cover 3","Zone"
"43",2022091811,4032,"(:11) (Shotgun) K.Murray pass incomplete short left to Z.Ertz (J.Abram).","Q4","2nd",3,"ARI","LV","LV",3,"00:11","N",107,4.20772203942761,"Shotgun","3x1","I",3,110,19.65,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,-0.0137699674814939,0.0137699674814939,-0.652473744237795,TRUE,"Cover 0","Man"
"44",2022092509,1988,"(:30) (Shotgun) J.Herbert pass incomplete short middle to G.Everett.","Q2","2nd",11,"LAC","JAX","LAC",36,"00:30","N",46,0.653234543162398,"Shotgun","3x1","I",13,59,26.16,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,-0.0109986700117588,0.0109986700117588,-0.19540948770009,TRUE,"Cover 6","Zone"
"45",2022092200,3620,"(5:04) (Shotgun) M.Trubisky sacked at PIT 10 for -3 yards (J.Phillips).","Q4","3rd",3,"PIT","CLE","PIT",13,"05:04","N",23,-0.494771495927125,"Shotgun","2x2","S",NA,NA,NA,FALSE,"OUTSIDE_LEFT",FALSE,0,NA,NA,NA,-3,0.0237969877198339,-0.0237969877198339,-1.32389119965956,TRUE,"Cover 1","Man"
"46",2022100206,260,"(11:53) D.Pierce right tackle to HST 37 for 9 yards (D.James; D.Tranquill).","Q1","1st",10,"HOU","LAC","HOU",28,"11:53","N",38,1.35669980291277,"Singleback","3x1","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"OUTSIDE_RIGHT",NA,9,0.0203448794782162,-0.0203448794782162,0.820464325370267,FALSE,"Cover 3","Zone"
"47",2022100906,3633,"(14:03) A.Kamara left tackle to NO 30 for 7 yards (C.Barton).","Q4","1st",10,"NO","SEA","NO",23,"14:03","N",33,0.930003809276968,"Singleback","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_LEFT",NA,7,0.0131966657936573,-0.0131966657936573,0.413300982210785,FALSE,"Quarters","Zone"
"48",2022100600,2300,"(14:21) (Shotgun) R.Wilson pass incomplete short right to E.Tomlinson.","Q3","1st",10,"DEN","IND","DEN",35,"14:21","N",45,1.71646138373762,"Shotgun","2x2","I",14,59,39.59,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,-7.92518258094788e-05,7.92518258094788e-05,-0.555580365471542,TRUE,"Cover 3","Zone"
"49",2022103005,79,"(15:00) D.Cook left guard to MIN 33 for 3 yards (B.Baker, B.Niemann).","Q1","1st",5,"MIN","ARI","MIN",30,"15:00","N",40,1.72071697516367,"Singleback","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_RIGHT",NA,3,-0.00800715200603008,0.00800715200603008,-0.101238172501326,FALSE,"Quarters","Zone"
"50",2022102700,1248,"(8:41) (Shotgun) G.Edwards up the middle to BLT 49 for 2 yards (R.Nunez-Roches; M.Edwards).","Q2","2nd",4,"BAL","TB","BAL",47,"08:41","N",57,2.20668783783913,"Shotgun","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_LEFT",NA,2,0.00295165553689003,-0.00295165553689003,-0.415913930628449,FALSE,"Quarters","Zone"
"51",2022110604,328,"(10:13) (Shotgun) J.Jacobs up the middle to LV 26 for -3 yards (R.Robertson-Harris).","Q1","1st",10,"LV","JAX","LV",29,"10:13","N",39,1.51801591832191,"Shotgun","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"OUTSIDE_RIGHT",NA,-3,0.0275516137480736,-0.0275516137480736,-1.07833736110479,FALSE,"Cover 3","Zone"
"52",2022091104,1094,"(12:56) D.Swift right end to DET 26 for 1 yard (J.Davis).","Q2","1st",10,"DET","PHI","DET",25,"12:56","N",35,1.60898104915395,"Singleback","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_RIGHT",NA,1,-0.0114044323563576,0.0114044323563576,-0.539351764135063,FALSE,"Quarters","Zone"
"53",2022101607,4052,"(2:00) M.Trubisky up the middle to TB 26 for 3 yards (D.White).","Q4","2nd",1,"PIT","TB","TB",29,"02:00","N",81,3.52197132649599,"Singleback","2x2","",NA,NA,NA,FALSE,NA,NA,0,TRUE,"INSIDE_RIGHT",NA,3,0.0284108710475266,-0.0284108710475266,0.060420261521358,FALSE,"Cover 1","Man"
"54",2022100913,3486,"(5:22) J.Burrow pass short left to T.Boyd to BLT 23 for 8 yards (J.Bynes).","Q4","3rd",1,"CIN","BAL","BAL",31,"05:22","N",79,3.77781200711615,"Singleback","2x2","C",-2,77,39.89,TRUE,"INSIDE_BOX",FALSE,0,NA,NA,NA,8,-0.0141043551266193,0.0141043551266193,0.492942766635679,TRUE,"Cover 3","Zone"
"55",2022103003,56,"(15:00) (Shotgun) J.Goff pass short right to Ja.Williams pushed ob at DET 35 for 10 yards (E.Roberts). PENALTY on MIA-E.Roberts, Taunting, 15 yards, enforced at DET 35.","Q1","1st",10,"DET","MIA","DET",25,"15:00","N",35,1.29869867442176,"Shotgun","2x2","C",-4,31,8.7,TRUE,"INSIDE_BOX",FALSE,0,NA,NA,15,25,0.0230511277914047,-0.0230511277914047,1.64156356919557,TRUE,"Cover 3","Zone"
"56",2022103012,168,"(14:02) A.Jones left guard to GB 30 for 2 yards (D.Hamlin).","Q1","1st",10,"GB","BUF","GB",28,"14:02","N",38,1.37667663535103,"Singleback","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_LEFT",NA,2,-0.0197421927005053,0.0197421927005053,-0.359674803446978,FALSE,"Cover 3","Zone"
"57",2022091109,1772,"(2:00) (Shotgun) C.Wentz pass short left to A.Gibson to JAX 39 for 25 yards (F.Oluokun).","Q2","3rd",1,"WAS","JAX","WAS",36,"02:00","N",46,1.44644067354966,"Shotgun","2x2","C",4,50,5.2,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,25,0.0257603395730257,-0.0257603395730257,1.71561349014519,TRUE,"Cover 1","Man"
"58",2022100213,102,"(14:20) (Shotgun) P.Mahomes pass short middle to T.Kelce for 16 yards, TOUCHDOWN.","Q1","2nd",5,"KC","TB","TB",16,"14:20","N",94,4.9876371040009,"Shotgun","3x1","C",5,99,26.18,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,16,-0.0694924611598253,0.0694924611598253,2.0123628959991,TRUE,"Quarters","Zone"
"59",2022091104,2952,"(6:22) (Shotgun) J.Goff pass incomplete short right to A.St. Brown.","Q3","1st",10,"DET","PHI","PHI",23,"06:22","N",87,4.35172855423298,"Shotgun","2x2","I",5,92,9.7,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,-0.00427760928869247,0.00427760928869247,-0.350562141160481,TRUE,"Quarters","Zone"
"60",2022100903,1270,"(8:10) (Shotgun) T.Lawrence pass incomplete short middle to C.Kirk (D.King).","Q2","4th",4,"JAX","HOU","HOU",37,"08:10","N",73,1.14232908177655,"Shotgun","3x1","I",12,85,21.96,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,-0.0613072775304317,0.0613072775304317,-3.0799348395085,TRUE,"Cover 2","Zone"
"61",2022092504,3778,"(3:42) (Shotgun) Ja.Williams left tackle to MIN 30 for 6 yards (C.Dantzler, J.Hicks).","Q4","3rd",7,"DET","MIN","MIN",36,"03:42","N",74,2.1994706124533,"Shotgun","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"OUTSIDE_LEFT",NA,6,0.00878593325614929,-0.00878593325614929,-0.22175717249047,FALSE,"Cover 1","Man"
"62",2022101602,496,"(8:11) (Shotgun) Z.Wilson scrambles left end to NYJ 43 for 4 yards (R.Ford). Penalty on NYJ-A.Vera-Tucker, Illegal Formation, declined.","Q1","3rd",6,"NYJ","GB","NYJ",39,"08:11","N",49,0.989464612444863,"Shotgun","3x1","R",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_RIGHT",0,4,0.0328392311930656,-0.0328392311930656,-1.26955293957144,TRUE,"Cover 1","Man"
"63",2022091810,3528,"(9:48) J.Williams up the middle to DEN 17 for 3 yards (M.Collins; J.Owens).","Q4","1st",10,"DEN","HOU","DEN",14,"09:48","N",24,0.343271935824305,"Singleback","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"OUTSIDE_RIGHT",NA,3,-0.00159937143325806,0.00159937143325806,-0.297685314435512,FALSE,"Cover 3","Zone"
"64",2022091812,2969,"(6:38) (Shotgun) A.Rodgers right end to GB 13 for 4 yards (A.Muhammad).","Q4","3rd",2,"GB","CHI","GB",9,"06:38","N",19,-0.172245911322534,"Shotgun","3x1","",NA,NA,NA,TRUE,NA,NA,0,FALSE,"OUTSIDE_RIGHT",NA,4,0.00270386319607496,-0.00270386319607496,0.68863754812628,FALSE,"Cover 1","Man"
"65",2022092505,2669,"(2:43) (Shotgun) L.Jackson pass incomplete deep right to R.Bateman.","Q3","3rd",5,"BAL","NE","NE",38,"02:43","N",72,2.11163861281238,"Shotgun","3x1","I",32,104,49.29,FALSE,"INSIDE_BOX",FALSE,0,NA,NA,NA,0,0.0466748923063278,-0.0466748923063278,-2.12764873472042,TRUE,"Cover 1","Man"
"66",2022102307,3241,"(12:49) (Shotgun) M.Gordon up the middle to DEN 27 for 2 yards (M.Clemons; N.Shepherd).","Q4","1st",10,"DEN","NYJ","DEN",25,"12:49","N",35,1.27952694310807,"Shotgun","2x2","",NA,NA,NA,FALSE,NA,NA,0,FALSE,"INSIDE_LEFT",NA,2,-0.0241519808769226,0.0241519808769226,-0.500506638782099,FALSE,"Cover 3","Zone"
